;country;iso2;iso3;region;wb_econ;anyprotect_dis;anyprotect_relig;anyprotect_race;anyprotect_politic;anyprotect_class;anyprotect_age;anyprotect_marital;anyprotect_parent;anyprotect_mig;anyprotect_fno;anyprotect_preg;anyprotect_sexor;anyprotect_genid;hir_dis;hir_relig;hir_race;hir_politic;hir_class;hir_age;hir_marital;hir_mig;hir_fno;hir_preg;hir_parent;hir_sexor;hir_genid;promdemo_dis;promdemo_relig;promdemo_race;promdemo_politic;promdemo_class;promdemo_age;promdemo_marital;promdemo_mig;promdemo_fno;promdemo_preg;promdemo_parent;promdemo_sexor;promdemo_genid;train_dis;train_relig;train_race;train_class;train_age;train_marital;train_preg;train_parent;train_sexor;train_genid;pay_dis;pay_relig;pay_race;pay_politic;pay_class;pay_age;pay_marital;pay_mig;pay_fno;pay_preg;pay_parent;pay_sexor;pay_genid;harass_dis;harass_relig;harass_race;harass_politic;harass_class;harass_age;harass_marital;harass_mig;harass_fno;term_gender;term_dis;term_relig;term_race;term_politic;term_class;term_age;term_marital;term_mig;term_fno;term_preg;term_parent;term_sexor;term_genid;indir_dis;indir_marital;indir_preg;indir_parent;indir_sexor;indir_genid;ret_dis;ret_relig;ret_race;ret_politic;ret_class;ret_age;ret_marital;ret_mig;ret_fno;ret_sexor;ret_genid;TIME_PERIOD
153;Slovenia;SI;SVN;Europe & Central Asia;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;2;5;5;5;5;5;5;5;5;5;2;5;5;2;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;2;5;5;2;4;5;5;5;5;4;5;5;5;2;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5;2020.0
154;Solomon Islands;SB;SLB;East Asia & Pacific;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
155;Somalia;SO;SOM;Sub-Saharan Africa;1;1;5;5;5;5;5;1;1;5;5;1;1;1;1;4;4;4;4;1;1;1;4;1;1;1;1;1;4;4;4;4;1;1;1;4;1;1;1;1;1;4;4;4;1;1;1;1;1;1;1;5;3;5;3;5;1;5;3;1;1;1;1;1;3;3;3;3;1;1;1;3;4;1;4;4;4;4;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1;2020.0
156;South Africa;ZA;ZAF;Sub-Saharan Africa;3;5;5;5;5;5;5;5;5;1;1;5;5;1;5;5;5;5;5;5;5;2;2;5;5;5;2;5;5;5;5;5;5;5;2;2;5;5;5;2;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;2;2;5;5;5;2;5;5;5;5;5;5;5;2;2;5;5;5;5;5;5;5;5;2;2;5;5;5;2;5;5;5;5;5;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;5.0;1;2020.0
157;South Sudan;SS;SSD;Sub-Saharan Africa;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
158;Spain;ES;ESP;Europe & Central Asia;4;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;1;4;5;5;5;1;5;5;5;5;5;5;5;1;4;5;5;5;1;5;5;5;5;5;5;5;5;5;1;4;4;4;4;4;4;4;1;3;4;5;4;1;5;5;5;3;3;5;5;1;3;5;5;5;5;5;5;5;5;1;4;5;5;5;1;5;5;1;5;5;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;2.0;5.0;1;2020.0
159;Sri Lanka;LK;LKA;South Asia;2;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
160;St. Kitts and Nevis;KN;KNA;Latin America & Caribbean;4;1;5;5;5;1;1;5;5;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;5;5;1;1;5;1;5;5;5;1;1;1;1;1;1;1;1;1.0;5.0;5.0;5.0;1.0;1.0;5.0;1.0;5.0;1.0;1;2020.0
161;St. Lucia;LC;LCA;Latin America & Caribbean;3;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;1;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;3;3;3;3;3;3;3;1;3;3;3;1;1;3;3;3;3;3;3;3;1;1;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;1;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;1;2020.0
162;St. Vincent and the Grenadines;VC;VCT;Latin America & Caribbean;3;1;5;5;5;5;1;5;1;5;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;5;5;5;1;5;5;1;5;1;1;1;1;1;1;1;1;1;1.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;1.0;1.0;1;2020.0
163;Sudan;SD;SDN;Sub-Saharan Africa;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
164;Suriname;SR;SUR;Latin America & Caribbean;3;5;5;5;5;5;1;1;1;1;5;1;5;1;4;4;4;4;4;1;1;1;4;1;1;4;1;4;4;4;4;4;1;1;1;4;1;1;4;1;4;4;4;4;1;1;1;1;4;1;3;3;3;3;3;1;1;1;3;1;1;3;1;3;3;3;3;3;1;1;1;3;5;4;4;4;4;4;1;1;1;4;1;1;4;1;1;1;1;1;1;1;1.0;;;;;1.0;1.0;1.0;;;1;2020.0
165;Eswatini;SZ;SWZ;Sub-Saharan Africa;2;5;5;5;5;5;5;5;5;1;5;5;1;1;1;4;4;4;4;1;4;1;4;1;1;1;1;1;4;4;4;4;1;4;1;4;1;1;1;1;1;4;4;4;1;4;1;1;1;1;1;3;3;3;3;1;3;1;3;1;1;1;1;1;3;3;3;3;1;3;1;3;5;5;5;5;5;5;5;5;2;5;5;5;2;2;5;5;2;5;2;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;1.0;1;2020.0
166;Sweden;SE;SWE;Europe & Central Asia;4;5;5;5;1;1;5;1;1;1;5;1;5;5;5;5;5;1;1;5;1;1;5;1;1;5;5;5;5;5;1;1;5;1;1;5;1;1;5;5;5;5;5;1;5;1;1;1;5;5;3;3;3;1;1;3;1;1;3;1;1;3;3;5;5;5;1;1;5;1;1;5;4;4;4;4;1;1;4;1;1;4;1;1;4;4;5;1;1;1;5;5;5.0;5.0;5.0;1.0;1.0;5.0;1.0;1.0;5.0;5.0;5;2020.0
167;Switzerland;CH;CHE;Europe & Central Asia;4;1;1;1;1;1;1;5;5;1;1;5;1;1;1;1;1;1;1;1;5;1;1;5;5;1;1;1;1;1;1;1;1;5;1;1;5;5;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;1;1;4;1;1;4;5;1;1;1;1;1;1;1;1;5;1;1;5;2;2;2;2;2;2;5;2;2;5;5;2;2;1;5;5;5;1;1;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1;2020.0
168;Syria;SY;SYR;Middle East & North Africa;2;5;5;5;5;5;1;5;5;5;1;5;1;1;5;5;5;5;5;2;5;5;2;2;1;2;2;5;5;5;5;5;2;5;5;2;2;1;2;2;5;5;5;5;2;5;2;1;2;2;4;5;5;5;5;2;5;5;2;2;1;2;2;3;1;1;1;1;1;1;1;1;5;5;5;5;5;5;2;5;2;2;5;5;2;2;1;1;1;1;1;1;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;1.0;1.0;1;2020.0
169;Tajikistan;TJ;TJK;Europe & Central Asia;2;5;5;5;5;5;1;5;1;5;1;5;1;1;5;5;5;5;5;1;5;5;1;5;1;1;1;5;4;4;4;4;1;5;4;1;5;1;1;1;4;4;4;4;1;1;1;1;1;1;5;5;5;5;5;2;2;5;2;2;1;2;2;3;3;3;3;3;1;1;3;1;5;4;4;4;4;4;1;5;4;1;5;1;1;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;1.0;;2.0;1.0;1.0;1;2020.0
170;Tanzania;TZ;TZA;Sub-Saharan Africa;1;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;1;1;4;4;4;4;4;4;4;4;4;4;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;1;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1;2020.0
171;Thailand;TH;THA;East Asia & Pacific;3;5;1;1;1;1;1;1;1;1;1;5;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;5;1;1;1;5;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
172;Timor-Leste;TL;TLS;East Asia & Pacific;2;5;5;5;5;5;5;5;1;5;1;5;1;1;5;5;5;5;5;5;5;5;1;1;1;1;1;4;4;4;4;4;4;4;4;1;1;1;1;1;5;4;4;4;4;4;1;1;1;1;5;5;5;5;5;5;5;5;2;2;1;2;2;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;1;5;1;1;1;5;5;1;1;1;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1;2020.0
173;Togo;TG;TGO;Sub-Saharan Africa;1;5;5;5;5;5;5;1;5;1;5;1;1;1;5;5;5;5;4;1;1;1;4;1;5;1;1;5;5;5;5;4;1;1;1;4;1;5;1;1;4;4;4;4;1;1;1;1;1;1;3;3;3;3;5;5;1;1;5;1;1;1;1;3;3;3;3;3;1;1;1;3;5;5;5;5;5;4;1;1;1;4;1;5;1;1;5;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1;2020.0
174;Tonga;TO;TON;East Asia & Pacific;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
175;Trinidad and Tobago;TT;TTO;Latin America & Caribbean;4;5;5;5;1;1;1;5;1;1;5;1;1;1;5;5;5;1;1;1;5;1;5;1;1;1;1;5;5;5;1;1;1;5;1;5;1;1;1;1;5;5;5;1;1;5;1;1;1;1;3;3;3;1;1;1;3;1;3;1;1;1;1;3;5;5;1;1;1;3;1;5;5;5;5;5;1;1;1;5;1;5;1;1;1;1;1;1;1;1;1;1;5.0;5.0;5.0;1.0;1.0;1.0;5.0;1.0;5.0;1.0;1;2020.0
176;Tunisia;TN;TUN;Middle East & North Africa;2;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
177;Turkey;TR;TUR;Europe & Central Asia;3;5;5;5;5;5;5;5;5;1;1;5;1;1;5;5;5;5;5;5;5;1;1;5;5;1;1;5;5;5;5;5;5;5;1;1;1;1;1;1;5;5;5;5;5;5;1;1;1;1;3;3;3;3;3;3;3;1;1;3;1;1;1;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;2;2;5;5;2;2;5;5;5;1;1;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1;2020.0
178;Turkmenistan;TM;TKM;Europe & Central Asia;3;5;5;5;5;5;5;1;1;5;1;5;1;1;5;5;5;5;5;5;2;5;2;5;1;2;2;5;5;5;5;5;5;2;5;2;2;1;2;2;4;4;4;4;4;1;1;1;1;1;5;5;5;5;5;5;2;5;2;2;1;2;2;3;3;3;3;3;3;1;3;1;5;5;5;5;5;5;5;2;5;2;5;1;2;2;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1;2020.0
179;Tuvalu;TV;TUV;East Asia & Pacific;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
180;Uganda;UG;UGA;Sub-Saharan Africa;1;5;5;5;5;5;1;5;1;5;5;5;1;1;5;4;4;4;4;1;1;1;4;1;1;1;1;5;5;5;5;5;1;5;5;5;5;1;1;1;5;4;4;4;1;1;1;1;1;1;4;3;3;3;3;1;1;1;3;1;1;1;1;3;3;3;3;3;1;1;1;3;5;5;5;5;5;5;1;5;5;5;5;1;1;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;5.0;1.0;1;2020.0
181;Ukraine;UA;UKR;Europe & Central Asia;2;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;4;4;5;1;5;2;4;4;5;4;4;4;4;4;4;4;1;1;2;4;4;4;4;4;4;4;4;1;2;4;4;3;3;3;3;3;3;3;3;1;4;3;3;3;3;3;3;3;3;3;3;3;1;5;5;5;5;5;5;4;4;5;1;5;2;4;4;5;5;2;5;5;5;5.0;5.0;5.0;5.0;5.0;5.0;;5.0;1.0;2.0;2;2020.0
182;United Arab Emirates;AE;ARE;Middle East & North Africa;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
183;United Kingdom;GB;GBR;Europe & Central Asia;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;4;5;5;5;5;5;1;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;3;3;3;1;3;3;3;3;3;3;2;3;3;5;5;5;1;5;5;3;5;5;5;5;5;5;1;5;5;5;5;5;5;4;5;5;5;5;1;1;5;5;5.0;5.0;5.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;5;2020.0
184;United States of America;US;USA;North America;4;5;5;5;1;1;5;1;1;1;5;5;1;1;5;5;5;1;1;5;1;1;5;5;1;1;1;5;4;4;1;1;5;1;1;4;4;1;1;1;5;5;5;1;4;1;5;1;1;1;4;4;4;1;1;4;1;1;4;4;1;1;1;3;5;5;1;1;3;1;1;5;5;5;5;5;1;1;5;1;1;5;5;1;1;1;5;1;5;1;1;1;5.0;5.0;5.0;1.0;1.0;2.0;1.0;1.0;5.0;1.0;1;2020.0
185;Uruguay;UY;URY;Latin America & Caribbean;4;5;1;1;1;1;1;5;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1;2020.0
186;Uzbekistan;UZ;UZB;Europe & Central Asia;2;5;5;5;1;5;5;1;5;5;1;5;1;1;5;5;5;2;5;5;2;5;2;5;4;2;2;5;5;5;2;5;5;2;5;2;2;1;2;2;1;4;4;4;4;1;1;1;1;1;4;4;4;2;4;4;2;4;2;2;1;2;2;1;3;3;1;3;3;1;3;1;5;5;4;4;1;4;4;1;4;1;5;4;1;1;1;1;1;1;1;1;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1;2020.0
187;Vanuatu;VU;VUT;East Asia & Pacific;2;1;5;5;1;1;1;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
188;Venezuela;VE;VEN;Latin America & Caribbean;3;5;5;5;5;5;5;5;1;5;1;5;5;1;5;5;5;5;5;5;5;5;2;4;1;5;2;4;4;4;4;4;4;4;4;1;4;1;4;1;4;4;4;4;4;4;4;1;4;1;3;3;3;3;3;3;3;3;1;4;1;3;1;4;5;5;5;5;5;5;5;2;5;4;4;4;4;4;4;4;4;1;5;1;4;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1;2020.0
189;Vietnam;VN;VNM;East Asia & Pacific;2;5;5;5;1;5;1;5;5;1;1;5;1;1;5;5;5;1;5;1;5;1;1;5;5;1;1;4;4;4;1;4;1;4;1;1;5;1;1;1;5;5;5;5;2;5;2;1;2;2;3;3;3;1;3;1;3;1;1;1;1;1;1;5;4;5;2;4;2;4;2;2;5;4;4;4;1;4;1;4;1;1;5;5;1;1;1;1;1;1;1;1;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1;2020.0
190;Yemen;YE;YEM;Middle East & North Africa;2;5;5;5;1;1;5;1;1;5;1;1;1;1;4;4;4;1;1;4;1;1;1;1;1;1;1;4;4;4;1;1;4;1;1;1;1;1;1;1;4;4;4;1;4;1;1;1;1;1;3;3;3;1;1;3;1;4;1;1;1;1;1;3;3;3;1;1;3;1;1;1;4;4;4;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;5.0;5.0;1.0;1.0;5.0;1.0;5.0;1.0;1.0;1;2020.0
191;Zambia;ZM;ZMB;Sub-Saharan Africa;2;5;1;1;1;5;5;1;1;1;1;5;1;1;5;1;1;1;5;5;1;1;1;4;1;1;1;5;1;1;1;5;5;1;1;1;5;1;1;1;5;1;1;5;5;1;4;1;1;1;5;1;1;1;4;4;1;1;1;3;1;1;1;5;1;1;1;3;1;1;1;1;5;5;1;1;1;5;5;1;1;1;5;1;1;1;5;1;1;1;1;1;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1;2020.0
192;Zimbabwe;ZW;ZWE;Sub-Saharan Africa;1;5;5;5;5;1;1;1;1;1;5;5;1;1;5;5;5;5;1;1;1;1;5;5;1;1;1;5;5;5;5;1;1;1;1;5;5;1;1;1;5;5;5;1;1;1;5;1;1;1;4;4;4;4;1;1;1;1;4;4;1;1;1;3;3;3;3;1;1;1;1;3;5;5;5;5;5;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;5.0;1.0;1;2020.0
